Product_ID,Brand_Name,Product_Name,Category,Sub_Category,Shade/Variant,Price_INR,Launch_Year,Average_Rating,Total_Units_Sold,Total_Revenue_INR,Num_Customers,Avg_Customer_Age,Female_%,Top_City,Top_Campaign,Campaign_Start,Campaign_End,Campaign_Channel,Campaign_Spend_INR,Campaign_Discount_%,Conversion_Rate_%,Brand_Popularity_Score
P0766,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Pro X,Lips,Lip Crayon,Mauve 17,299,2023,3.78,1809,540891,665,25,88,Lucknow,Seasonal Drop,08-02-2023,01-03-2023,Retail (Nykaa),3390735,15,1.97,72.65
P0767,Forest Essentials,Forest Essentials Lip Balm Artist Air,Lips,Lip Balm,Champagne 5,2499,2021,4.63,2009,5020491,917,27,63.1,Lucknow,Influencer Push,10-06-2025,10-07-2025,E-commerce,432510,25,3.01,81.32
P0768,Kay Beauty,Kay Beauty Lip Gloss Pro Luxe,Lips,Lip Gloss,Coral 10,299,2024,4.41,1678,501722,904,28,86.3,Delhi,Launch Promo,14-06-2025,21-06-2025,Retail (Nykaa),4153315,15,5.95,83.14
P0769,Nykaa Cosmetics,Nykaa Cosmetics Eyeshadow Glow +,Eyes,Eyeshadow,Spice 11,299,2021,4.49,1794,536406,521,32,64.7,Ahmedabad,Bogo Offer,24-07-2025,23-08-2025,E-commerce,424284,0,6.39,81.99
P0770,Mamaearth,Mamaearth Contour Matte +,Face,Contour,Champagne 4,999,2021,4.63,1764,1762236,976,37,65.8,Delhi,Launch Promo,14-07-2023,28-07-2023,E-commerce,1967161,5,3.32,87.53
P0771,Sugar Cosmetics,Sugar Cosmetics Lip Gloss Matte X,Lips,Lip Gloss,Mauve 18,699,2019,4.35,2312,1616088,1248,17,64.8,Hyderabad,Launch Promo,18-04-2024,25-04-2024,Retail (Nykaa),2486692,20,3.3,75.84
P0772,Mamaearth,Mamaearth Compact Artist HD,Face,Compact,Rose 9,699,2023,4.04,1538,1075062,594,22,74.5,Hyderabad,Seasonal Drop,23-03-2025,30-03-2025,E-commerce,3993978,20,3.79,70.82
P0773,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Glow Luxe,Eyes,Eyeliner,Scarlet 14,1499,2023,4.17,1708,2560292,1119,32,70.6,Pune,Nykaa Exclusive,09-05-2023,16-05-2023,E-commerce,193773,5,1.98,77.07
P0774,Nykaa Cosmetics,Nykaa Cosmetics Lip Balm Matte HD,Lips,Lip Balm,Champagne 3,399,2022,4.09,2031,810369,779,30,63.7,Hyderabad,Launch Promo,23-07-2024,06-08-2024,E-commerce,3593204,25,4.36,72.06
P0775,Kay Beauty,Kay Beauty Lip Balm Glow Air,Lips,Lip Balm,Rose 1,1699,2024,4.46,1711,2906989,724,25,63.4,Pune,Seasonal Drop,01-07-2024,08-07-2024,Marketplace,1929135,10,5.41,79.17
P0776,Mamaearth,Mamaearth Kajal Artist X,Eyes,Kajal,Coral 18,1699,2025,4.29,1471,2499229,666,33,82.4,Lucknow,Seasonal Drop,11-12-2024,25-12-2024,Marketplace,1260884,15,1.61,76.42
P0777,Kay Beauty,Kay Beauty Eyeliner Prime +,Eyes,Eyeliner,Nude 13,1299,2023,4.33,1668,2166732,488,18,88.6,Delhi,Seasonal Drop,25-08-2024,15-09-2024,E-commerce,2430853,0,1.66,80.66
P0778,Mamaearth,Mamaearth Kajal Glow +,Eyes,Kajal,Spice 11,999,2020,4.49,1868,1866132,927,31,77.2,Lucknow,Bogo Offer,11-06-2023,25-06-2023,Retail (Nykaa),2185908,0,3.31,81.35
P0779,Mamaearth,Mamaearth Compact Shine HD,Face,Compact,Spice 1,499,2019,4.31,1917,956583,997,26,71.1,Jaipur,Influencer Push,30-08-2024,20-09-2024,E-commerce,502969,25,4.88,75.96
P0780,Kay Beauty,Kay Beauty Lipstick Shine +,Lips,Lipstick,Mauve 8,999,2021,4.01,2049,2046951,1267,33,81.3,Pune,Nykaa Exclusive,20-03-2024,03-04-2024,Retail (Nykaa),3153233,10,1.7,76.41
P0781,Kay Beauty,Kay Beauty Contour Glow X,Face,Contour,Coral 18,399,2022,4.43,1601,638799,747,33,87.7,Mumbai,Nykaa Exclusive,21-08-2024,04-09-2024,E-commerce,153235,10,3.01,84.23
P0782,Kay Beauty,Kay Beauty Lip Liner Matte Air,Lips,Lip Liner,Mauve 19,1999,2018,4.35,2384,4765616,1256,21,73.2,Jaipur,Festive Sale,01-06-2023,22-06-2023,Retail (Store),1157288,20,3.46,80.13
P0783,Sugar Cosmetics,Sugar Cosmetics Lip Balm Matte X,Lips,Lip Balm,Nude 11,1999,2022,4.66,1983,3964017,587,23,67.1,Delhi,Festive Sale,01-11-2025,16-12-2025,E-commerce,2989907,30,3.45,83.63
P0784,Kay Beauty,Kay Beauty Eyeshadow Artist HD,Eyes,Eyeshadow,Peach 16,2999,2020,4.37,2025,6072975,1196,23,89.3,Pune,Influencer Push,27-02-2024,12-04-2024,Retail (Store),4654004,20,3.68,76.81
P0785,Nykaa Cosmetics,Nykaa Cosmetics Lip Gloss Pro HD,Lips,Lip Gloss,Berry 7,399,2021,3.95,2094,835506,613,29,89.8,Ahmedabad,Nykaa Exclusive,04-06-2025,04-07-2025,E-commerce,270744,30,1.02,74.8
P0786,Nykaa Cosmetics,Nykaa Cosmetics Eyeshadow Shine Air,Eyes,Eyeshadow,Scarlet 10,499,2019,4.42,2116,1055884,605,35,66.1,Pune,Nykaa Exclusive,07-12-2024,14-12-2024,E-commerce,4754639,15,3.11,81.96
P0787,Sugar Cosmetics,Sugar Cosmetics Kajal Prime Air,Eyes,Kajal,Champagne 6,299,2024,4.6,1577,471523,455,24,71.6,Ahmedabad,Influencer Push,23-04-2024,30-04-2024,Retail (Nykaa),279445,30,2.9,79.29
P0788,Forest Essentials,Forest Essentials Lip Liner Shine +,Lips,Lip Liner,Ruby 1,2999,2021,4.36,1958,5872042,770,26,72.7,Ahmedabad,Seasonal Drop,26-06-2024,03-07-2024,E-commerce,3191128,15,0.85,78.67
P0789,Mamaearth,Mamaearth Eyeliner Pro +,Eyes,Eyeliner,Berry 5,999,2021,3.81,1860,1858140,620,20,86.2,Ahmedabad,Seasonal Drop,30-06-2024,14-07-2024,E-commerce,713514,25,1.72,73.19
P0790,Nykaa Cosmetics,Nykaa Cosmetics Eyeshadow Artist Air,Eyes,Eyeshadow,Peach 6,2999,2023,4.85,1718,5152282,579,30,80.5,Hyderabad,Influencer Push,18-10-2023,17-11-2023,Retail (Nykaa),4816472,0,1.9,88.26
P0791,Mamaearth,Mamaearth Mascara Matte X,Eyes,Mascara,Scarlet 14,599,2023,4.33,1692,1013508,912,27,77,Hyderabad,Bogo Offer,23-04-2024,23-05-2024,Retail (Nykaa),1252649,5,3.9,83.11
P0792,Forest Essentials,Forest Essentials Lip Crayon Prime Luxe,Lips,Lip Crayon,Berry 3,599,2023,4.38,1731,1036869,654,29,83.6,Bengaluru,Festive Sale,17-05-2025,31-05-2025,Retail (Store),1263656,0,0.97,84.59
P0793,Mamaearth,Mamaearth Lip Liner Shine HD,Lips,Lip Liner,Rose 19,1299,2024,4.29,1779,2310921,579,21,66.8,Delhi,Seasonal Drop,28-04-2024,28-05-2024,E-commerce,625316,20,2.33,77.35
P0794,Nykaa Cosmetics,Nykaa Cosmetics Contour Pro Air,Face,Contour,Spice 2,199,2023,4.24,1540,306460,945,26,88.7,Pune,Nykaa Exclusive,16-06-2025,30-06-2025,Social Commerce,2547081,10,4.27,72.86
P0795,Lakmé,Lakmé Kajal Pro Air,Eyes,Kajal,Peach 6,1499,2023,4.35,1609,2411891,888,38,72.4,Kolkata,Seasonal Drop,02-09-2024,09-09-2024,Retail (Nykaa),1349286,20,6.03,78.89
P0796,Mamaearth,Mamaearth Kajal Glow Luxe,Eyes,Kajal,Nude 15,1499,2023,4.02,1624,2434376,676,24,85,Kolkata,Launch Promo,20-10-2024,27-10-2024,Retail (Nykaa),1059642,0,3.83,67.26
P0797,Forest Essentials,Forest Essentials Lip Gloss Prime +,Lips,Lip Gloss,Mauve 5,399,2020,4.54,2138,853062,634,26,83.9,Mumbai,Launch Promo,07-05-2025,21-06-2025,E-commerce,3842281,20,2.53,79.67
P0798,Mamaearth,Mamaearth Lip Gloss Matte Luxe,Lips,Lip Gloss,Champagne 12,299,2021,4.03,2035,608465,595,24,71.5,Chennai,Bogo Offer,04-08-2023,11-08-2023,Retail (Store),2781295,25,3.44,76.45
P0799,Kay Beauty,Kay Beauty Highlighter Pro HD,Face,Highlighter,Ruby 19,1499,2021,4.78,1691,2534809,994,25,70.1,Hyderabad,Bogo Offer,20-11-2025,20-12-2025,Marketplace,3329094,0,2.06,87.82
P0800,Mamaearth,Mamaearth Foundation Matte +,Face,Foundation,Mauve 15,1299,2020,4.54,1766,2294034,631,28,71.4,Jaipur,Influencer Push,15-11-2024,06-12-2024,Retail (Store),4056652,0,7.16,83.5
P0801,Nykaa Cosmetics,Nykaa Cosmetics Eyeliner Artist HD,Eyes,Eyeliner,Rose 20,999,2022,4.67,1719,1717281,535,21,76.9,Kolkata,Bogo Offer,20-06-2023,20-07-2023,E-commerce,4557196,15,1.69,82.98
P0802,Kay Beauty,Kay Beauty Contour Artist Luxe,Face,Contour,Spice 6,2999,2023,4.64,1524,4570476,764,23,81.8,Bengaluru,Influencer Push,22-04-2025,22-05-2025,Retail (Store),3873995,0,3.65,82.59
P0803,Forest Essentials,Forest Essentials Mascara Glow X,Eyes,Mascara,Coral 12,2499,2023,4.2,1673,4180827,697,23,64.7,Chennai,Bogo Offer,28-01-2025,14-03-2025,E-commerce,1252446,20,2.91,73.35
P0804,Nykaa Cosmetics,Nykaa Cosmetics Lip Balm Glow Air,Lips,Lip Balm,Peach 18,849,2019,4.3,2222,1886478,876,26,73,Ahmedabad,Launch Promo,22-07-2023,12-08-2023,Retail (Nykaa),3272596,10,5.95,82.27
P0805,Sugar Cosmetics,Sugar Cosmetics Eyeliner Glow +,Eyes,Eyeliner,Coral 5,1499,2019,4.38,2001,2999499,784,24,62,Bengaluru,Influencer Push,20-12-2023,19-01-2024,E-commerce,3850299,10,4.98,84.87
P0806,Kay Beauty,Kay Beauty Eyeliner Artist Air,Eyes,Eyeliner,Champagne 13,399,2022,3.98,1765,704235,532,25,81.5,Bengaluru,Influencer Push,29-07-2025,05-08-2025,Retail (Store),4510188,10,2.65,76.84
P0807,Kay Beauty,Kay Beauty Lip Crayon Glow Air,Lips,Lip Crayon,Mauve 1,299,2022,3.8,1978,591422,1086,25,86.8,Bengaluru,Seasonal Drop,06-02-2024,13-02-2024,Retail (Nykaa),3304649,5,2.16,63.79
P0808,Forest Essentials,Forest Essentials Lip Crayon Pro +,Lips,Lip Crayon,Nude 14,299,2024,3.95,1755,524745,514,29,81.8,Pune,Influencer Push,10-02-2023,03-03-2023,Social Commerce,1903712,10,3.52,72.31
P0809,Sugar Cosmetics,Sugar Cosmetics Lip Balm Artist Luxe,Lips,Lip Balm,Spice 9,299,2021,4.2,2016,602784,1167,24,84.9,Jaipur,Festive Sale,21-02-2023,14-03-2023,E-commerce,427799,10,5.37,80.18
P0810,Sugar Cosmetics,Sugar Cosmetics Lipstick Shine Luxe,Lips,Lipstick,Coral 3,1299,2020,4.08,2117,2749983,1241,21,79,Ahmedabad,Launch Promo,18-01-2024,03-03-2024,E-commerce,4283057,15,2.63,78.71
P0811,Sugar Cosmetics,Sugar Cosmetics Compact Matte Air,Face,Compact,Scarlet 12,299,2023,4.19,1496,447304,467,29,69.7,Hyderabad,Festive Sale,25-04-2025,16-05-2025,Retail (Store),2742648,20,3.08,80.42
P0812,Nykaa Cosmetics,Nykaa Cosmetics Brow Pencil Glow +,Eyes,Brow Pencil,Scarlet 1,1499,2025,4.14,1533,2297967,557,30,78,Lucknow,Nykaa Exclusive,10-05-2023,24-05-2023,E-commerce,3066965,5,3.17,77.42
P0813,Mamaearth,Mamaearth Highlighter Artist Air,Face,Highlighter,Champagne 2,1299,2022,4.53,1536,1995264,645,24,85.7,Pune,Launch Promo,19-01-2023,09-02-2023,E-commerce,5128538,20,7.32,82.25
P0814,Sugar Cosmetics,Sugar Cosmetics Blush Shine X,Face,Blush,Berry 12,699,2020,4.34,1788,1249812,559,34,61.4,Bengaluru,Influencer Push,09-07-2025,23-08-2025,Marketplace,2594150,25,4.62,75.76
P0815,Sugar Cosmetics,Sugar Cosmetics Lip Balm Pro HD,Lips,Lip Balm,Peach 14,999,2021,4.22,2092,2089908,787,35,85,Delhi,Launch Promo,25-07-2025,01-08-2025,Social Commerce,4669528,15,5.18,80.41
P0816,Sugar Cosmetics,Sugar Cosmetics Lip Balm Pro +,Lips,Lip Balm,Coral 4,2999,2025,4.3,1603,4807397,1001,19,64,Jaipur,Seasonal Drop,29-01-2023,19-02-2023,Marketplace,2993623,20,0.96,79.43
P0817,Lakmé,Lakmé Lipstick Artist Air,Lips,Lipstick,Champagne 6,2999,2023,4.38,1889,5665111,714,33,69.4,Pune,Nykaa Exclusive,01-06-2025,08-06-2025,E-commerce,3892168,25,4.52,79.49
P0818,Lakmé,Lakmé Foundation Matte Air,Face,Foundation,Mauve 20,799,2019,4.36,1753,1400647,871,32,61.6,Mumbai,Seasonal Drop,25-02-2023,11-03-2023,Retail (Nykaa),4120268,10,2.02,75.13
P0819,Lakmé,Lakmé Brow Pencil Shine Luxe,Eyes,Brow Pencil,Spice 9,399,2020,4.22,1875,748125,911,25,73.3,Ahmedabad,Seasonal Drop,04-06-2024,11-06-2024,Social Commerce,4840637,15,4.99,71.88
P0820,Kay Beauty,Kay Beauty Lipstick Pro Air,Lips,Lipstick,Scarlet 10,1999,2020,4.37,2191,4379809,1167,29,87,Mumbai,Nykaa Exclusive,02-02-2023,16-02-2023,Retail (Nykaa),2184500,20,1.75,84.36
P0821,Sugar Cosmetics,Sugar Cosmetics Lip Liner Shine Luxe,Lips,Lip Liner,Peach 12,249,2019,4.11,2195,546555,1301,30,73.1,Mumbai,Festive Sale,02-01-2024,09-01-2024,Retail (Store),2795603,5,1.33,80.63
P0822,Mamaearth,Mamaearth Lip Balm Prime +,Lips,Lip Balm,Ruby 14,499,2023,4.57,1944,970056,920,27,76.3,Bengaluru,Influencer Push,29-08-2024,28-09-2024,E-commerce,3983654,25,5.45,72.81
P0823,Sugar Cosmetics,Sugar Cosmetics Brow Pencil Shine X,Eyes,Brow Pencil,Champagne 3,1999,2020,4.16,1939,3876061,1066,31,82.1,Pune,Nykaa Exclusive,31-03-2023,21-04-2023,E-commerce,4491816,10,5.14,74.09
P0824,Sugar Cosmetics,Sugar Cosmetics Contour Glow +,Face,Contour,Rose 7,299,2022,4.28,1582,473018,633,23,82.8,Pune,Festive Sale,01-09-2023,22-09-2023,E-commerce,3633533,0,2.88,79.83
P0825,Nykaa Cosmetics,Nykaa Cosmetics Eyeshadow Pro Luxe,Eyes,Eyeshadow,Scarlet 4,1199,2022,4.42,1711,2051489,593,28,67.8,Ahmedabad,Festive Sale,15-07-2024,29-07-2024,Social Commerce,3412651,0,4.68,78.87
P0826,Forest Essentials,Forest Essentials Lip Crayon Matte Air,Lips,Lip Crayon,Berry 1,299,2023,3.98,1764,527436,863,23,87.5,Hyderabad,Seasonal Drop,26-08-2024,25-09-2024,Retail (Nykaa),1888110,5,1.42,70.87
P0827,Nykaa Cosmetics,Nykaa Cosmetics Brow Pencil Prime Air,Eyes,Brow Pencil,Scarlet 17,799,2018,4.32,2195,1753805,1122,32,67.8,Bengaluru,Nykaa Exclusive,30-11-2023,07-12-2023,E-commerce,477035,0,4.85,84.1
P0828,Forest Essentials,Forest Essentials Lip Crayon Shine Luxe,Lips,Lip Crayon,Rose 10,399,2018,4.2,2328,928872,1362,28,88,Bengaluru,Influencer Push,01-08-2023,22-08-2023,E-commerce,3817679,30,2.83,80.02
P0829,Nykaa Cosmetics,Nykaa Cosmetics Lip Balm Matte Luxe,Lips,Lip Balm,Peach 10,499,2024,4.05,1750,873250,986,25,66.1,Hyderabad,Seasonal Drop,10-01-2025,24-02-2025,E-commerce,4951234,30,2.49,75.13
P0830,Forest Essentials,Forest Essentials Eyeliner Matte HD,Eyes,Eyeliner,Rose 2,599,2022,4.48,1752,1049448,611,15,88.7,Hyderabad,Influencer Push,20-03-2023,10-04-2023,E-commerce,5253995,10,3.37,80.02
P0831,Forest Essentials,Forest Essentials Brow Pencil Artist +,Eyes,Brow Pencil,Berry 1,1499,2018,4.28,2098,3144902,994,28,80,Lucknow,Influencer Push,14-08-2024,13-09-2024,Marketplace,1013959,15,2.53,72.92
P0832,Lakmé,Lakmé Eyeliner Matte Luxe,Eyes,Eyeliner,Scarlet 13,1199,2022,4.21,1754,2103046,722,23,76.7,Ahmedabad,Nykaa Exclusive,27-09-2023,11-10-2023,Retail (Nykaa),4464122,20,4.97,75.16
P0833,Nykaa Cosmetics,Nykaa Cosmetics Eyeshadow Artist +,Eyes,Eyeshadow,Nude 8,299,2022,4.67,1744,521456,850,20,61.5,Ahmedabad,Seasonal Drop,17-02-2023,03-03-2023,Marketplace,3444145,5,1.17,83.74
P0834,Forest Essentials,Forest Essentials Lip Balm Artist +,Lips,Lip Balm,Rose 11,2499,2022,4.4,1834,4583166,643,28,66.6,Bengaluru,Nykaa Exclusive,16-12-2025,15-01-2026,Social Commerce,3424334,30,1.16,77.71
P0835,Nykaa Cosmetics,Nykaa Cosmetics Blush Artist Air,Face,Blush,Peach 11,399,2018,4.39,1970,786030,595,36,90,Ahmedabad,Seasonal Drop,19-06-2025,26-06-2025,Retail (Nykaa),4095438,30,3.94,82.57
P0836,Lakmé,Lakmé Lip Crayon Shine +,Lips,Lip Crayon,Berry 3,1999,2023,4.02,1757,3512243,567,24,76.5,Pune,Seasonal Drop,20-02-2024,05-04-2024,E-commerce,4239673,15,1.83,74.14
P0837,Mamaearth,Mamaearth Mascara Shine HD,Eyes,Mascara,Champagne 10,999,2024,4.11,1579,1577421,463,31,77.9,Pune,Launch Promo,17-03-2024,16-04-2024,E-commerce,2919166,20,2.68,71.74
P0838,Mamaearth,Mamaearth Blush Glow X,Face,Blush,Ruby 7,849,2025,4.32,1366,1159734,462,33,81.6,Delhi,Influencer Push,16-02-2025,02-04-2025,E-commerce,1849624,25,1.02,73.52
P0839,Kay Beauty,Kay Beauty Kajal Matte X,Eyes,Kajal,Ruby 7,399,2018,3.99,2046,816354,1086,25,89.2,Bengaluru,Nykaa Exclusive,05-03-2024,19-04-2024,E-commerce,2440761,5,1.58,74.76
P0840,Kay Beauty,Kay Beauty Blush Matte HD,Face,Blush,Spice 15,849,2025,3.98,1383,1174167,406,27,77.4,Bengaluru,Launch Promo,17-01-2024,24-01-2024,Marketplace,1370968,20,2.49,69.3
P0841,Nykaa Cosmetics,Nykaa Cosmetics Lip Crayon Pro Air,Lips,Lip Crayon,Peach 17,1699,2021,4.3,2191,3722509,1411,28,66.7,Lucknow,Festive Sale,26-03-2023,02-04-2023,E-commerce,1623610,0,5.27,81.27
P0842,Kay Beauty,Kay Beauty Contour Pro +,Face,Contour,Rose 16,2999,2022,4.35,1605,4813395,692,28,68.6,Delhi,Bogo Offer,13-12-2023,27-01-2024,E-commerce,506076,10,5.33,75.05
P0843,Nykaa Cosmetics,Nykaa Cosmetics Lipstick Matte Air,Lips,Lipstick,Scarlet 2,699,2023,4.04,1831,1279869,1124,34,83.2,Bengaluru,Influencer Push,07-04-2025,28-04-2025,E-commerce,3784063,20,2.65,75.66
P0844,Kay Beauty,Kay Beauty Lip Liner Prime X,Lips,Lip Liner,Spice 9,999,2021,4.66,2032,2029968,617,26,78.3,Lucknow,Influencer Push,26-06-2024,26-07-2024,Retail (Store),1961880,10,6.21,84.82
P0845,Lakmé,Lakmé Brow Pencil Matte X,Eyes,Brow Pencil,Rose 3,2999,2024,4.58,1560,4678440,1015,28,62.8,Delhi,Influencer Push,22-02-2024,14-03-2024,Marketplace,4786938,30,4.3,78.89
P0846,Nykaa Cosmetics,Nykaa Cosmetics Lip Gloss Glow X,Lips,Lip Gloss,Rose 7,999,2021,4.32,2163,2160837,1217,24,86.2,Delhi,Bogo Offer,03-02-2025,05-03-2025,Retail (Nykaa),970259,5,2.06,74.96
P0847,Nykaa Cosmetics,Nykaa Cosmetics Eyeshadow Matte HD,Eyes,Eyeshadow,Coral 9,599,2022,3.78,1778,1065022,1072,22,60.7,Delhi,Festive Sale,30-06-2025,14-07-2025,Retail (Nykaa),3311864,15,2.51,72.31
P0848,Sugar Cosmetics,Sugar Cosmetics Kajal Shine X,Eyes,Kajal,Coral 11,399,2021,4.38,1866,744534,631,32,80.2,Lucknow,Influencer Push,02-09-2024,16-09-2024,E-commerce,3225306,0,4.55,75.42
P0849,Lakmé,Lakmé Foundation Matte Air,Face,Foundation,Coral 5,1999,2024,4.75,1389,2776611,502,23,71.6,Bengaluru,Launch Promo,05-05-2023,19-05-2023,Retail (Store),2844863,5,8.69,89.58
P0850,Mamaearth,Mamaearth Highlighter Pro Air,Face,Highlighter,Berry 3,849,2022,4.51,1582,1343118,531,31,68.7,Lucknow,Nykaa Exclusive,28-07-2025,27-08-2025,E-commerce,4648566,0,4.19,85.53
P0851,Sugar Cosmetics,Sugar Cosmetics Lip Crayon Shine HD,Lips,Lip Crayon,Mauve 20,1299,2022,3.97,2016,2618784,748,37,60.3,Ahmedabad,Bogo Offer,19-05-2025,03-07-2025,E-commerce,3534382,30,3.85,78.39
P0852,Lakmé,Lakmé Foundation Glow +,Face,Foundation,Berry 2,999,2025,3.94,1393,1391607,473,33,80,Delhi,Festive Sale,16-08-2024,23-08-2024,E-commerce,3622658,10,3.01,68.87
P0853,Kay Beauty,Kay Beauty Highlighter Matte Air,Face,Highlighter,Coral 8,1699,2022,3.87,1638,2782962,904,29,66.2,Hyderabad,Influencer Push,28-10-2023,12-12-2023,E-commerce,4761717,10,2.5,69.88
P0854,Forest Essentials,Forest Essentials Kajal Shine +,Eyes,Kajal,Mauve 12,499,2023,4.33,1721,858779,674,32,65.6,Bengaluru,Bogo Offer,15-01-2024,29-01-2024,Retail (Nykaa),3429190,10,1.36,76.81
P0855,Sugar Cosmetics,Sugar Cosmetics Eyeliner Shine X,Eyes,Eyeliner,Mauve 2,199,2024,4.01,1528,304072,681,22,77.2,Ahmedabad,Influencer Push,07-01-2025,14-01-2025,Retail (Store),2257059,10,4.23,68.86
P0856,Sugar Cosmetics,Sugar Cosmetics Contour Matte Air,Face,Contour,Scarlet 5,599,2022,4.63,1589,951811,863,33,77.9,Delhi,Launch Promo,31-03-2025,14-04-2025,E-commerce,5058774,25,2.87,86.7
P0857,Kay Beauty,Kay Beauty Mascara Artist Luxe,Eyes,Mascara,Nude 8,399,2018,4.7,2078,829122,722,24,67.7,Kolkata,Seasonal Drop,15-12-2025,05-01-2026,E-commerce,3838886,15,3.98,85.74
P0858,Nykaa Cosmetics,Nykaa Cosmetics Brow Pencil Artist Luxe,Eyes,Brow Pencil,Coral 4,1499,2021,4,1789,2681711,568,19,74.8,Hyderabad,Bogo Offer,23-05-2025,30-05-2025,E-commerce,1386969,10,3.46,74.7
P0859,Kay Beauty,Kay Beauty Lipstick Artist Air,Lips,Lipstick,Nude 5,2999,2023,4.09,1834,5500166,712,35,73.6,Ahmedabad,Influencer Push,08-04-2023,22-04-2023,Retail (Store),5052175,15,4.59,76.01
P0860,Mamaearth,Mamaearth Eyeliner Matte HD,Eyes,Eyeliner,Peach 2,1999,2020,4.31,1924,3846076,840,29,71,Ahmedabad,Festive Sale,09-12-2023,23-01-2024,E-commerce,4693164,5,3.9,77.5
P0861,Sugar Cosmetics,Sugar Cosmetics Lip Gloss Glow X,Lips,Lip Gloss,Champagne 15,1699,2022,4.36,1969,3345331,820,21,83.3,Delhi,Influencer Push,26-02-2024,11-03-2024,Retail (Nykaa),4304447,20,1.97,78.21
P0862,Nykaa Cosmetics,Nykaa Cosmetics Lipstick Glow X,Lips,Lipstick,Peach 4,249,2022,4.52,1944,484056,556,26,76.2,Bengaluru,Nykaa Exclusive,04-06-2025,18-06-2025,E-commerce,4290204,10,3.49,83.5
P0863,Nykaa Cosmetics,Nykaa Cosmetics Contour Matte Luxe,Face,Contour,Coral 4,1499,2020,4.41,1717,2573783,824,31,72,Kolkata,Nykaa Exclusive,13-06-2024,28-07-2024,Retail (Store),4740216,20,1.14,75.61
P0864,Sugar Cosmetics,Sugar Cosmetics Eyeshadow Artist X,Eyes,Eyeshadow,Champagne 11,499,2024,4.15,1618,807382,843,23,76.4,Kolkata,Festive Sale,06-09-2024,21-10-2024,E-commerce,2271132,5,1.44,79.86
P0865,Lakmé,Lakmé Compact Shine HD,Face,Compact,Champagne 3,249,2023,4.39,1514,376986,505,22,77.3,Ahmedabad,Bogo Offer,10-04-2025,01-05-2025,Retail (Nykaa),604995,0,5.09,81.6
P0866,Forest Essentials,Forest Essentials Lip Crayon Artist X,Lips,Lip Crayon,Nude 11,699,2018,3.95,2244,1568556,1047,31,83.5,Chennai,Nykaa Exclusive,14-08-2025,04-09-2025,E-commerce,594275,5,0.83,74.69
P0867,Nykaa Cosmetics,Nykaa Cosmetics Lip Crayon Prime Luxe,Lips,Lip Crayon,Berry 20,199,2021,4.7,2118,421482,674,19,87.4,Delhi,Launch Promo,01-06-2024,22-06-2024,Marketplace,3728462,0,4.93,79.61
P0868,Mamaearth,Mamaearth Blush Glow Luxe,Face,Blush,Champagne 20,1499,2019,4.44,1833,2747667,720,28,78.2,Mumbai,Launch Promo,13-10-2024,20-10-2024,Social Commerce,2385680,15,4.01,82
P0869,Lakmé,Lakmé Lip Liner Shine +,Lips,Lip Liner,Nude 3,699,2020,4.67,2116,1479084,813,32,86.1,Jaipur,Nykaa Exclusive,02-09-2025,16-09-2025,E-commerce,595142,10,7.44,87.73
P0870,Nykaa Cosmetics,Nykaa Cosmetics Contour Pro Luxe,Face,Contour,Berry 6,499,2025,4.27,1357,677143,808,32,86.3,Mumbai,Nykaa Exclusive,01-01-2024,31-01-2024,E-commerce,4986160,20,5,77.16
P0871,Sugar Cosmetics,Sugar Cosmetics Eyeshadow Pro HD,Eyes,Eyeshadow,Nude 16,799,2020,4.19,1886,1506914,863,27,87,Pune,Seasonal Drop,03-02-2023,10-02-2023,E-commerce,1876060,5,2.22,77.8
P0872,Mamaearth,Mamaearth Kajal Prime X,Eyes,Kajal,Ruby 7,599,2023,4.8,1665,997335,532,20,86.8,Mumbai,Launch Promo,06-11-2023,20-11-2023,E-commerce,2684672,25,3.55,86.94
P0873,Kay Beauty,Kay Beauty Eyeliner Shine Luxe,Eyes,Eyeliner,Mauve 17,299,2019,4.36,2030,606970,678,31,83.2,Ahmedabad,Bogo Offer,04-02-2024,20-03-2024,E-commerce,3375156,10,1.69,85.21
P0874,Forest Essentials,Forest Essentials Mascara Artist Luxe,Eyes,Mascara,Champagne 14,199,2025,4.22,1536,305664,628,23,76.9,Lucknow,Festive Sale,10-02-2025,12-03-2025,E-commerce,3195279,15,2.75,72.46
P0875,Kay Beauty,Kay Beauty Foundation Shine +,Face,Foundation,Spice 3,849,2022,4.42,1587,1347363,501,33,75,Pune,Seasonal Drop,26-04-2023,10-06-2023,E-commerce,429418,20,6.42,71.96
P0876,Lakmé,Lakmé Contour Matte Air,Face,Contour,Rose 8,849,2023,4.29,1489,1264161,902,24,83.2,Bengaluru,Influencer Push,03-09-2025,10-09-2025,Retail (Nykaa),3610237,20,3.89,76.05
P0877,Lakmé,Lakmé Lip Gloss Pro HD,Lips,Lip Gloss,Coral 13,2499,2018,4.46,2299,5745201,950,21,78.4,Delhi,Festive Sale,20-08-2023,10-09-2023,Retail (Nykaa),2313238,15,4.27,78.78
